,Carburant,Hybride,Puissance maximale (kW),type_boite,nombre_vitesses,CO2 (g/km),Carrosserie,gamme,masse vide moyenne
1960,GO,non,70.0,M,5,110.0,BERLINE,INFERIEURE,1220.0
1961,ES,non,77.0,M,6,133.0,BERLINE,INFERIEURE,1150.0
1962,GO,non,62.0,M,5,90.0,BERLINE,INFERIEURE,1220.0
1963,ES,non,51.0,M,5,126.0,BERLINE,INFERIEURE,1105.0
1965,ES,non,62.5,M,6,98.0,BERLINE,INFERIEURE,1165.0
1966,GO,non,120.0,M,6,183.0,MINIBUS,MOY-INFER,1989.5
1968,GO,non,120.0,M,6,183.0,MINIBUS,MOY-INFER,2022.5
1970,GO,non,120.0,M,6,183.0,MINIBUS,MOY-INFER,2034.5
1972,GO,non,94.0,M,6,183.0,MINIBUS,MOY-INFER,1982.0
1974,GO,non,94.0,M,6,183.0,MINIBUS,MOY-INFER,1992.0
1976,GO,non,94.0,M,6,183.0,MINIBUS,MOY-INFER,2003.5
1978,ES,non,88.0,A,4,165.0,TS TERRAINS/CHEMINS,INFERIEURE,1230.0
1979,ES,non,88.0,A,4,155.0,TS TERRAINS/CHEMINS,INFERIEURE,1230.0
1980,ES,non,88.0,M,5,143.0,TS TERRAINS/CHEMINS,INFERIEURE,1215.0
1981,ES,non,88.0,M,5,141.0,TS TERRAINS/CHEMINS,INFERIEURE,1215.0
1986,GO,non,99.2,M,6,128.0,TS TERRAINS/CHEMINS,INFERIEURE,1360.0
1988,GO,non,99.2,M,6,129.0,TS TERRAINS/CHEMINS,INFERIEURE,1360.0
1989,ES,non,88.0,M,5,149.0,TS TERRAINS/CHEMINS,INFERIEURE,1275.0
1991,GO,non,99.2,M,6,141.0,TS TERRAINS/CHEMINS,INFERIEURE,1425.0
1992,GO,non,99.2,M,6,139.0,TS TERRAINS/CHEMINS,INFERIEURE,1425.0
1994,ES,non,77.0,A,6,149.0,MINISPACE,INFERIEURE,1308.0
1995,ES,non,92.0,M,5,114.0,MINISPACE,INFERIEURE,1279.0
1996,ES,non,66.0,M,5,139.0,MINISPACE,INFERIEURE,1275.0
1997,GO,non,70.0,M,5,104.0,MINISPACE,INFERIEURE,1310.0
1998,GO,non,55.0,M,5,109.0,MINISPACE,INFERIEURE,1307.0
1999,ES,non,110.0,M,6,144.0,MONOSPACE,MOY-INFER,1385.0
2000,ES,non,134.0,M,6,144.0,MONOSPACE,MOY-INFER,1385.0
2001,ES,non,92.0,M,6,117.0,MONOSPACE,MOY-INFER,1391.0
2002,ES,non,74.0,M,6,117.0,MONOSPACE,MOY-INFER,1391.0
2003,GO,non,85.0,M,6,117.0,MONOSPACE,MOY-INFER,1390.0
2004,GO,non,85.0,M,6,112.0,MONOSPACE,MOY-INFER,1390.0
2005,GO,non,70.0,M,6,117.0,MONOSPACE,MOY-INFER,1390.0
2006,GO,non,70.0,M,6,112.0,MONOSPACE,MOY-INFER,1390.0
2007,GO,non,120.0,M,6,129.0,MONOSPACE,MOY-INFER,1488.0
2008,GO,non,120.0,A,6,144.0,MONOSPACE,MOY-INFER,1550.0
2009,GO,non,85.0,A,6,144.0,MONOSPACE,MOY-INFER,1550.0
2010,GO,non,103.0,M,6,129.0,MONOSPACE,MOY-INFER,1488.0
2011,GO,non,103.0,A,6,144.0,MONOSPACE,MOY-INFER,1550.0
2012,ES,non,77.0,A,6,138.0,BERLINE,INFERIEURE,1089.0
2013,ES,non,77.0,A,6,138.0,BERLINE,INFERIEURE,1098.0
2014,ES,non,134.0,M,6,138.0,BERLINE,INFERIEURE,1163.0
2015,ES,non,92.0,M,5,99.0,BERLINE,INFERIEURE,1091.0
2017,ES,non,92.0,M,5,99.0,BERLINE,INFERIEURE,1101.0
2018,ES,non,59.0,M,5,99.0,BERLINE,INFERIEURE,1045.0
2019,ES,non,59.0,M,5,99.0,BERLINE,INFERIEURE,1055.0
2020,ES,non,74.0,M,5,99.0,BERLINE,INFERIEURE,1091.0
2021,ES,non,74.0,M,5,99.0,BERLINE,INFERIEURE,1101.0
2022,ES,non,60.0,M,5,120.0,BERLINE,INFERIEURE,1045.0
2023,ES,non,60.0,M,5,120.0,BERLINE,INFERIEURE,1055.0
2024,ES,non,44.0,M,5,120.0,BERLINE,INFERIEURE,1045.0
2025,ES,non,44.0,M,5,120.0,BERLINE,INFERIEURE,1055.0
2026,GO,non,70.0,M,5,87.0,BERLINE,INFERIEURE,1108.0
2027,GO,non,70.0,M,5,87.0,BERLINE,INFERIEURE,1117.0
2028,GO,non,70.0,M,5,95.0,BERLINE,INFERIEURE,1108.0
2030,GO,non,70.0,M,5,95.0,BERLINE,INFERIEURE,1117.0
2031,GO,non,55.0,M,5,98.0,BERLINE,INFERIEURE,1108.0
2032,GO,non,55.0,M,5,98.0,BERLINE,INFERIEURE,1118.0
2033,ES,non,110.0,M,6,137.0,BERLINE,MOY-INFER,1333.0
2034,ES,non,110.0,M,6,137.0,BREAK,MOY-INFER,1358.0
2035,ES,non,110.0,M,6,137.0,BERLINE,MOY-INFER,1340.0
2036,ES,non,134.0,M,6,137.0,BERLINE,MOY-INFER,1333.0
2037,ES,non,134.0,M,6,137.0,BREAK,MOY-INFER,1358.0
2038,ES,non,134.0,M,6,137.0,BERLINE,MOY-INFER,1340.0
2039,ES,non,92.0,M,6,114.0,BERLINE,MOY-INFER,1279.0
2040,ES,non,92.0,M,6,117.0,BREAK,MOY-INFER,1316.0
2041,ES,non,92.0,M,6,117.0,BERLINE,MOY-INFER,1306.0
2042,ES,non,74.0,M,5,109.0,BERLINE,MOY-INFER,1276.0
2043,ES,non,74.0,M,5,112.0,BREAK,MOY-INFER,1313.0
2044,ES,non,74.0,M,5,112.0,BERLINE,MOY-INFER,1302.0
2045,GO,non,77.0,M,6,99.0,BERLINE,MOY-INFER,1350.0
2046,GO,non,77.0,M,6,99.0,BREAK,MOY-INFER,1374.0
2047,GO,non,77.0,M,6,99.0,BERLINE,MOY-INFER,1357.0
2048,GO,non,77.0,M,6,88.0,BERLINE,MOY-INFER,1350.0
2049,GO,non,77.0,M,6,88.0,BREAK,MOY-INFER,1374.0
2050,GO,non,77.0,M,6,88.0,BERLINE,MOY-INFER,1357.0
2051,ES,non,92.0,A,6,146.0,BERLINE,MOY-INFER,1316.0
2052,ES,non,92.0,A,6,146.0,BREAK,MOY-INFER,1340.0
2053,ES,non,92.0,A,6,146.0,BERLINE,MOY-INFER,1324.0
2054,ES,non,184.0,M,6,169.0,BERLINE,MOY-INFER,1437.0
2055,ES,non,184.0,M,6,169.0,BREAK,MOY-INFER,1461.0
2056,GO,non,85.0,M,6,109.0,BERLINE,MOY-INFER,1344.0
2057,GO,non,85.0,M,6,109.0,BREAK,MOY-INFER,1367.0
2058,GO,non,85.0,M,6,109.0,BERLINE,MOY-INFER,1350.0
2059,GO,non,70.0,M,6,109.0,BERLINE,MOY-INFER,1338.0
2060,GO,non,70.0,M,6,109.0,BREAK,MOY-INFER,1362.0
2061,GO,non,70.0,M,6,109.0,BERLINE,MOY-INFER,1345.0
2062,GO,non,120.0,M,6,124.0,BERLINE,MOY-INFER,1421.0
2063,GO,non,120.0,A,6,134.0,BERLINE,MOY-INFER,1461.0
2064,GO,non,120.0,M,6,124.0,BREAK,MOY-INFER,1446.0
2065,GO,non,120.0,A,6,134.0,BREAK,MOY-INFER,1485.0
2066,GO,non,120.0,M,6,124.0,BERLINE,MOY-INFER,1429.0
2067,GO,non,120.0,A,6,134.0,BERLINE,MOY-INFER,1468.0
2068,GO,non,85.0,A,6,134.0,BERLINE,MOY-INFER,1461.0
2069,GO,non,85.0,A,6,134.0,BREAK,MOY-INFER,1485.0
2070,GO,non,85.0,A,6,134.0,BERLINE,MOY-INFER,1468.0
2071,GO,non,103.0,M,6,124.0,BERLINE,MOY-INFER,1421.0
2072,GO,non,103.0,A,6,134.0,BERLINE,MOY-INFER,1461.0
2073,GO,non,103.0,M,6,124.0,BREAK,MOY-INFER,1446.0
2074,GO,non,103.0,A,6,134.0,BREAK,MOY-INFER,1485.0
2075,GO,non,103.0,M,6,124.0,BERLINE,MOY-INFER,1429.0
2076,GO,non,103.0,A,6,134.0,BERLINE,MOY-INFER,1468.0
2077,ES,non,63.0,M,5,136.0,BERLINE,MOY-INFER,1270.0
2078,ES,non,63.0,M,5,139.0,BREAK,MOY-INFER,1307.0
2079,ES,non,63.0,M,5,139.0,BERLINE,MOY-INFER,1290.0
2080,ES,non,118.0,M,6,167.0,MONOSPACE,SUPERIEURE,1734.0
2081,GO,non,147.0,A,6,189.0,MONOSPACE,SUPERIEURE,1841.0
2082,GO,non,147.0,M,6,179.0,MONOSPACE,SUPERIEURE,1840.0
2083,GO,non,85.0,M,6,139.0,MONOSPACE,SUPERIEURE,1734.0
2084,ES,non,146.0,A,6,189.0,MONOSPACE,SUPERIEURE,1727.0
2085,GO,non,120.0,M,6,139.0,MONOSPACE,SUPERIEURE,1733.0
2086,GO,non,120.0,A,6,159.0,MONOSPACE,SUPERIEURE,1731.0
2087,GO,non,103.0,M,6,139.0,MONOSPACE,SUPERIEURE,1733.0
2088,GO,non,103.0,A,6,159.0,MONOSPACE,SUPERIEURE,1731.0
2089,ES,non,110.0,M,6,149.0,MONOSPACE,MOY-INFER,1496.0
2091,ES,non,134.0,M,6,149.0,MONOSPACE,MOY-INFER,1496.0
2093,ES,non,92.0,M,6,119.0,MONOSPACE,MOY-INFER,1493.0
2095,ES,non,74.0,M,6,119.0,MONOSPACE,MOY-INFER,1493.0
2097,GO,non,85.0,M,6,124.0,MONOSPACE,MOY-INFER,1504.0
2099,GO,non,85.0,M,6,120.0,MONOSPACE,MOY-INFER,1504.0
2101,GO,non,70.0,M,6,124.0,MONOSPACE,MOY-INFER,1504.0
2103,GO,non,70.0,M,6,120.0,MONOSPACE,MOY-INFER,1504.0
2105,GO,non,120.0,M,6,134.0,MONOSPACE,MOY-INFER,1575.0
2106,GO,non,120.0,A,6,149.0,MONOSPACE,MOY-INFER,1634.0
2109,GO,non,85.0,A,6,149.0,MONOSPACE,MOY-INFER,1634.0
2111,GO,non,103.0,M,6,134.0,MONOSPACE,MOY-INFER,1575.0
2112,GO,non,103.0,A,6,149.0,MONOSPACE,MOY-INFER,1634.0
2115,ES,non,51.0,M,5,115.0,BERLINE,INFERIEURE,940.0
2116,GO,non,55.0,M,5,109.0,BERLINE,INFERIEURE,1055.0
2117,ES,non,110.0,M,6,154.0,TS TERRAINS/CHEMINS,MOY-INFER,1580.0
2118,ES,non,134.0,A,6,179.0,TS TERRAINS/CHEMINS,MOY-INFER,1682.0
2119,GO,non,120.0,M,6,154.0,TS TERRAINS/CHEMINS,MOY-INFER,1692.0
2120,GO,non,120.0,A,6,162.0,TS TERRAINS/CHEMINS,MOY-INFER,1707.0
2121,GO,non,103.0,M,6,139.0,TS TERRAINS/CHEMINS,MOY-INFER,1605.0
2122,GO,non,103.0,M,6,154.0,TS TERRAINS/CHEMINS,MOY-INFER,1692.0
2123,GO,non,103.0,A,6,162.0,TS TERRAINS/CHEMINS,MOY-INFER,1707.0
2124,ES,non,118.0,M,6,149.0,BERLINE,MOY-SUPER,1498.0
2126,ES,non,118.0,M,6,149.0,BREAK,MOY-SUPER,1501.0
2127,GO,non,147.0,A,6,173.0,BERLINE,MOY-SUPER,1605.0
2129,GO,non,147.0,A,6,173.0,BREAK,MOY-SUPER,1615.0
2130,GO,non,85.0,M,6,112.0,BERLINE,MOY-SUPER,1496.0
2132,GO,non,85.0,M,6,112.0,BREAK,MOY-SUPER,1505.0
2133,GO,non,85.0,M,6,125.0,BERLINE,MOY-SUPER,1496.0
2135,GO,non,85.0,M,6,125.0,BREAK,MOY-SUPER,1505.0
2136,ES,non,176.0,A,6,179.0,BERLINE,MOY-SUPER,1569.0
2138,ES,non,176.0,A,6,179.0,BREAK,MOY-SUPER,1588.0
2139,GO,non,120.0,A,6,149.0,BERLINE,MOY-SUPER,1573.0
2141,GO,non,120.0,A,6,149.0,BREAK,MOY-SUPER,1592.0
2142,GO,non,120.0,M,6,119.0,BERLINE,MOY-SUPER,1504.0
2144,GO,non,120.0,M,6,120.0,BREAK,MOY-SUPER,1575.0
2145,GO,non,103.0,A,6,149.0,BERLINE,MOY-SUPER,1573.0
2147,GO,non,103.0,A,6,149.0,BREAK,MOY-SUPER,1592.0
2148,GO,non,103.0,M,6,119.0,BERLINE,MOY-SUPER,1504.0
2150,GO,non,103.0,M,6,120.0,BREAK,MOY-SUPER,1575.0
2151,ES,non,118.0,M,6,159.0,MONOSPACE,SUPERIEURE,1602.0
2152,GO,non,147.0,A,6,189.0,MONOSPACE,SUPERIEURE,1733.0
2153,GO,non,147.0,M,6,174.0,MONOSPACE,SUPERIEURE,1734.0
2154,GO,non,85.0,M,6,139.0,MONOSPACE,SUPERIEURE,1703.0
2155,ES,non,146.0,A,6,189.0,MONOSPACE,SUPERIEURE,1676.0
2156,ES,non,176.0,A,6,194.0,MONOSPACE,SUPERIEURE,1676.0
2157,GO,non,120.0,M,6,139.0,MONOSPACE,SUPERIEURE,1690.0
2158,GO,non,120.0,A,6,159.0,MONOSPACE,SUPERIEURE,1689.0
2159,GO,non,103.0,M,6,139.0,MONOSPACE,SUPERIEURE,1690.0
2160,GO,non,103.0,A,6,159.0,MONOSPACE,SUPERIEURE,1689.0
2161,GO,non,114.0,M,6,172.0,COMBISPACE,INFERIEURE,2136.0
2162,GO,non,114.0,M,6,172.0,COMBISPACE,INFERIEURE,2160.0
2163,GO,non,92.0,M,6,172.0,COMBISPACE,INFERIEURE,2136.0
2164,GO,non,92.0,M,6,172.0,COMBISPACE,INFERIEURE,2160.0
2165,GO,non,114.0,M,6,168.0,MINIBUS,MOY-INFER,1975.0
2167,GO,non,114.0,M,6,168.0,MINIBUS,MOY-INFER,2057.0
2168,GO,non,114.0,M,6,181.0,MINIBUS,MOY-INFER,2083.0
2169,GO,non,92.0,M,6,168.0,MINIBUS,MOY-INFER,1975.0
2171,GO,non,92.0,M,6,168.0,MINIBUS,MOY-INFER,2057.0
2172,GO,non,92.0,M,6,181.0,MINIBUS,MOY-INFER,2083.0
2173,GO,non,74.0,M,6,168.0,MINIBUS,MOY-INFER,1975.0
2175,GO,non,74.0,M,6,168.0,MINIBUS,MOY-INFER,2057.0
2176,GO,non,92.0,M,6,184.0,MINIBUS,MOY-INFER,2074.0
2177,GO,non,92.0,M,6,189.0,MINIBUS,MOY-INFER,2074.0
2179,GO,non,92.0,M,6,194.0,MINIBUS,MOY-INFER,2074.0
2180,GO,non,103.0,M,6,184.0,MINIBUS,MOY-INFER,2074.0
2181,GO,non,103.0,M,6,189.0,MINIBUS,MOY-INFER,2074.0
2183,GO,non,103.0,M,6,194.0,MINIBUS,MOY-INFER,2074.0
2184,GO,non,92.0,M,6,184.0,MINIBUS,MOY-INFER,2125.0
2185,GO,non,92.0,M,6,189.0,MINIBUS,MOY-INFER,2125.0
2188,GO,non,92.0,M,6,194.0,MINIBUS,MOY-INFER,2166.0
2189,GO,non,92.0,M,6,197.0,MINIBUS,MOY-INFER,2166.0
2190,GO,non,92.0,M,6,189.0,MINIBUS,MOY-INFER,2151.0
2191,GO,non,92.0,M,6,192.0,MINIBUS,MOY-INFER,2151.0
2194,GO,non,92.0,M,6,194.0,MINIBUS,MOY-INFER,2192.0
2195,GO,non,92.0,M,6,197.0,MINIBUS,MOY-INFER,2192.0
2197,GO,non,92.0,M,6,194.0,MINIBUS,MOY-INFER,2125.0
2200,GO,non,92.0,M,6,199.0,MINIBUS,MOY-INFER,2166.0
2201,GO,non,92.0,M,6,203.0,MINIBUS,MOY-INFER,2166.0
2202,GO,non,92.0,M,6,194.0,MINIBUS,MOY-INFER,2151.0
2203,GO,non,92.0,M,6,197.0,MINIBUS,MOY-INFER,2151.0
2206,GO,non,92.0,M,6,199.0,MINIBUS,MOY-INFER,2192.0
2207,GO,non,92.0,M,6,203.0,MINIBUS,MOY-INFER,2192.0
2208,GO,non,74.0,M,6,184.0,MINIBUS,MOY-INFER,2125.0
2209,GO,non,74.0,M,6,189.0,MINIBUS,MOY-INFER,2125.0
2212,GO,non,74.0,M,6,189.0,MINIBUS,MOY-INFER,2151.0
2213,GO,non,74.0,M,6,192.0,MINIBUS,MOY-INFER,2151.0
2217,GO,non,74.0,M,6,194.0,MINIBUS,MOY-INFER,2125.0
2220,GO,non,74.0,M,6,194.0,MINIBUS,MOY-INFER,2151.0
2221,GO,non,74.0,M,6,197.0,MINIBUS,MOY-INFER,2151.0
2224,GO,non,103.0,M,6,194.0,MINIBUS,MOY-INFER,2166.0
2225,GO,non,103.0,M,6,197.0,MINIBUS,MOY-INFER,2166.0
2226,GO,non,103.0,M,6,194.0,MINIBUS,MOY-INFER,2192.0
2227,GO,non,103.0,M,6,197.0,MINIBUS,MOY-INFER,2192.0
2228,GO,non,103.0,M,6,199.0,MINIBUS,MOY-INFER,2166.0
2229,GO,non,103.0,M,6,203.0,MINIBUS,MOY-INFER,2166.0
2230,GO,non,103.0,M,6,199.0,MINIBUS,MOY-INFER,2192.0
2231,GO,non,103.0,M,6,203.0,MINIBUS,MOY-INFER,2192.0
2232,GO,non,92.0,M,6,184.0,MINIBUS,MOY-INFER,2121.5
2233,GO,non,92.0,M,6,189.0,MINIBUS,MOY-INFER,2121.5
2234,GO,non,92.0,M,6,192.0,MINIBUS,MOY-INFER,2121.5
2235,GO,non,92.0,M,6,189.0,MINIBUS,MOY-INFER,2162.5
2236,GO,non,92.0,M,6,194.0,MINIBUS,MOY-INFER,2162.5
2237,GO,non,92.0,M,6,197.0,MINIBUS,MOY-INFER,2162.5
2238,GO,non,92.0,M,6,184.0,MINIBUS,MOY-INFER,2148.5
2239,GO,non,92.0,M,6,189.0,MINIBUS,MOY-INFER,2148.5
2240,GO,non,92.0,M,6,192.0,MINIBUS,MOY-INFER,2148.5
2241,GO,non,92.0,M,6,194.0,MINIBUS,MOY-INFER,2188.5
2242,GO,non,92.0,M,6,197.0,MINIBUS,MOY-INFER,2188.5
2244,GO,non,92.0,M,6,194.0,MINIBUS,MOY-INFER,2121.5
2245,GO,non,92.0,M,6,197.0,MINIBUS,MOY-INFER,2121.5
2247,GO,non,92.0,M,6,199.0,MINIBUS,MOY-INFER,2162.5
2248,GO,non,92.0,M,6,203.0,MINIBUS,MOY-INFER,2162.5
2250,GO,non,92.0,M,6,194.0,MINIBUS,MOY-INFER,2148.5
2251,GO,non,92.0,M,6,197.0,MINIBUS,MOY-INFER,2148.5
2252,GO,non,92.0,M,6,199.0,MINIBUS,MOY-INFER,2188.5
2253,GO,non,92.0,M,6,203.0,MINIBUS,MOY-INFER,2188.5
2254,GO,non,74.0,M,6,184.0,MINIBUS,MOY-INFER,2121.5
2255,GO,non,74.0,M,6,189.0,MINIBUS,MOY-INFER,2121.5
2256,GO,non,74.0,M,6,192.0,MINIBUS,MOY-INFER,2121.5
2257,GO,non,74.0,M,6,184.0,MINIBUS,MOY-INFER,2148.5
2258,GO,non,74.0,M,6,189.0,MINIBUS,MOY-INFER,2148.5
2259,GO,non,74.0,M,6,192.0,MINIBUS,MOY-INFER,2148.5
2261,GO,non,74.0,M,6,194.0,MINIBUS,MOY-INFER,2121.5
2262,GO,non,74.0,M,6,197.0,MINIBUS,MOY-INFER,2121.5
2264,GO,non,74.0,M,6,194.0,MINIBUS,MOY-INFER,2148.5
2265,GO,non,74.0,M,6,197.0,MINIBUS,MOY-INFER,2148.5
2266,GO,non,103.0,M,6,189.0,MINIBUS,MOY-INFER,2162.5
2267,GO,non,103.0,M,6,194.0,MINIBUS,MOY-INFER,2162.5
2268,GO,non,103.0,M,6,197.0,MINIBUS,MOY-INFER,2162.5
2269,GO,non,103.0,M,6,194.0,MINIBUS,MOY-INFER,2188.5
2270,GO,non,103.0,M,6,197.0,MINIBUS,MOY-INFER,2188.5
2272,GO,non,103.0,M,6,199.0,MINIBUS,MOY-INFER,2162.5
2273,GO,non,103.0,M,6,203.0,MINIBUS,MOY-INFER,2162.5
2274,GO,non,92.0,M,6,194.0,MINIBUS,MOY-INFER,2215.0
2275,GO,non,92.0,M,6,197.0,MINIBUS,MOY-INFER,2215.0
2276,GO,non,92.0,M,6,194.0,MINIBUS,MOY-INFER,2243.0
2277,GO,non,92.0,M,6,197.0,MINIBUS,MOY-INFER,2243.0
2278,GO,non,92.0,M,6,199.0,MINIBUS,MOY-INFER,2215.0
2279,GO,non,92.0,M,6,203.0,MINIBUS,MOY-INFER,2215.0
2280,GO,non,92.0,M,6,199.0,MINIBUS,MOY-INFER,2243.0
2281,GO,non,92.0,M,6,203.0,MINIBUS,MOY-INFER,2243.0
2282,GO,non,103.0,M,6,194.0,MINIBUS,MOY-INFER,2215.0
2283,GO,non,103.0,M,6,197.0,MINIBUS,MOY-INFER,2215.0
2284,GO,non,103.0,M,6,194.0,MINIBUS,MOY-INFER,2243.0
2285,GO,non,103.0,M,6,197.0,MINIBUS,MOY-INFER,2243.0
2286,GO,non,103.0,M,6,199.0,MINIBUS,MOY-INFER,2215.0
2287,GO,non,103.0,M,6,203.0,MINIBUS,MOY-INFER,2215.0
2288,GO,non,103.0,M,6,199.0,MINIBUS,MOY-INFER,2243.0
2289,GO,non,103.0,M,6,203.0,MINIBUS,MOY-INFER,2243.0
2290,ES,non,148.0,A,5,195.0,BERLINE,MOY-SUPER,1629.0
2291,GO,non,110.0,M,6,138.0,BERLINE,MOY-SUPER,1657.0
2292,GO,non,110.0,A,5,162.0,BERLINE,MOY-SUPER,1727.5
2293,GO,non,132.0,M,6,147.0,BERLINE,MOY-SUPER,1687.0
2295,GO,non,110.0,M,6,141.0,BERLINE,MOY-SUPER,1657.0
2296,GO,non,110.0,A,5,159.0,BERLINE,MOY-SUPER,1727.5
2298,ES,non,148.0,A,5,199.0,BREAK,MOY-SUPER,1687.5
2299,GO,non,110.0,M,6,143.0,BREAK,MOY-SUPER,1720.5
2300,GO,non,110.0,A,5,167.0,BREAK,MOY-SUPER,1789.5
2301,GO,non,132.0,M,6,149.0,BREAK,MOY-SUPER,1742.0
2302,GO,non,132.0,M,6,150.0,BREAK,MOY-SUPER,1742.0
2304,GO,non,110.0,A,5,164.0,BREAK,MOY-SUPER,1789.5
2306,ES,non,73.0,M,6,128.0,BERLINE,MOY-INFER,1299.5
2307,ES,non,73.0,M,6,129.0,BERLINE,MOY-INFER,1299.5
2308,ES,non,73.0,M,6,131.0,BERLINE,MOY-INFER,1299.5
2309,ES,non,104.0,M,6,136.0,BERLINE,MOY-INFER,1321.5
2310,ES,non,104.0,M,6,145.0,BERLINE,MOY-INFER,1378.0
2311,ES,non,104.0,A,5,148.0,BERLINE,MOY-INFER,1381.0
2312,ES,non,104.0,A,5,150.0,BERLINE,MOY-INFER,1381.0
2313,GO,non,110.0,M,6,110.0,BERLINE,MOY-INFER,1498.0
2314,GO,non,110.0,M,6,115.0,BERLINE,MOY-INFER,1498.0
2315,ES,non,110.0,A,5,193.0,TS TERRAINS/CHEMINS,MOY-SUPER,1605.0
2316,ES,non,114.0,M,6,168.0,TS TERRAINS/CHEMINS,MOY-SUPER,1553.0
2317,ES,non,114.0,A,5,175.0,TS TERRAINS/CHEMINS,MOY-SUPER,1668.0
2318,ES,non,114.0,A,5,179.0,TS TERRAINS/CHEMINS,MOY-SUPER,1668.0
2319,GO,non,110.0,M,6,171.0,TS TERRAINS/CHEMINS,MOY-SUPER,1722.0
2320,GO,non,110.0,A,5,195.0,TS TERRAINS/CHEMINS,MOY-SUPER,1782.0
2321,GO,non,110.0,M,6,149.0,TS TERRAINS/CHEMINS,MOY-SUPER,1773.0
2322,GO,non,110.0,M,6,154.0,TS TERRAINS/CHEMINS,MOY-SUPER,1773.0
2323,GO,non,110.0,A,5,174.0,TS TERRAINS/CHEMINS,MOY-SUPER,1829.0
2324,GO,non,110.0,A,5,180.0,TS TERRAINS/CHEMINS,MOY-SUPER,1829.0
2325,EH,oui,84.0,M,6,117.0,COUPE,MOY-INFER,1244.5
2327,EH,oui,89.0,M,6,122.0,COUPE,MOY-INFER,1256.5
2328,EH,oui,65.0,V,0,96.0,BERLINE,MOY-INFER,1295.5
2329,EH,oui,65.0,V,0,99.0,BERLINE,MOY-INFER,1295.5
2330,ES,non,73.0,M,5,129.0,MINISPACE,INFERIEURE,1153.5
2331,ES,non,73.0,M,5,126.0,MINISPACE,INFERIEURE,1153.5
2332,ES,non,66.0,M,5,123.0,MINISPACE,INFERIEURE,1130.5
2335,ES,non,73.0,V,0,128.0,MINISPACE,INFERIEURE,1181.5
2340,EH,oui,65.0,V,0,104.0,MINISPACE,INFERIEURE,1257.5
2341,ES,non,255.0,A,8,235.0,COUPE,SUPERIEURE,1671.5
2342,ES,non,50.8,M,5,110.0,BERLINE,ECONOMIQUE,1023.0
2343,ES,non,62.5,A,4,129.0,BERLINE,ECONOMIQUE,1050.0
2344,ES,non,62.5,M,5,108.0,BERLINE,ECONOMIQUE,1028.0
2345,ES,non,73.6,A,4,140.0,BERLINE,INFERIEURE,1186.0
2346,GO,non,55.0,M,6,99.0,BERLINE,INFERIEURE,1213.5
2347,GO,non,55.0,M,6,84.0,BERLINE,INFERIEURE,1213.5
2348,GO,non,66.0,M,6,106.0,BERLINE,INFERIEURE,1248.5
2349,ES,non,62.5,M,5,114.0,BERLINE,INFERIEURE,1101.5
2350,GO,non,94.0,M,6,114.0,BERLINE,MOY-INFER,1430.5
2351,GO,non,81.0,M,6,114.0,BERLINE,MOY-INFER,1430.5
2352,ES,non,73.2,M,6,139.0,BERLINE,MOY-INFER,1320.0
2353,GO,non,66.0,M,6,105.0,BERLINE,MOY-INFER,1403.0
2354,GO,non,94.0,A,6,145.0,BERLINE,MOY-INFER,1450.0
2355,GO,non,94.0,M,6,114.0,BERLINE,MOY-INFER,1430.0
2356,GO,non,81.0,M,6,97.0,BERLINE,MOY-INFER,1413.0
2357,GO,non,81.0,M,6,100.0,BERLINE,MOY-INFER,1413.0
2358,ES,non,73.2,M,6,139.0,BERLINE,MOY-INFER,1320.5
2359,ES,non,73.2,M,6,143.0,BERLINE,MOY-INFER,1320.5
2360,GO,non,94.0,A,6,149.0,BREAK,MOY-INFER,1500.5
2361,GO,non,94.0,M,6,117.0,BREAK,MOY-INFER,1471.5
2362,GO,non,81.0,M,6,113.0,BREAK,MOY-INFER,1471.5
2363,GO,non,81.0,M,6,117.0,BREAK,MOY-INFER,1471.5
2364,GO,non,100.0,A,6,149.0,BERLINE,MOY-SUPER,1635.5
2365,GO,non,100.0,M,6,134.0,BERLINE,MOY-SUPER,1621.0
2366,GO,non,85.0,M,6,122.0,BERLINE,MOY-SUPER,1612.0
2367,GO,non,85.0,M,6,113.0,BERLINE,MOY-SUPER,1612.0
2368,ES,non,99.0,M,6,149.0,BERLINE,MOY-SUPER,1488.5
2369,GO,non,100.0,A,6,149.0,BREAK,MOY-SUPER,1661.5
2370,GO,non,100.0,M,6,134.0,BREAK,MOY-SUPER,1646.5
2371,GO,non,85.0,M,6,122.0,BREAK,MOY-SUPER,1636.5
2372,GO,non,85.0,M,6,113.0,BREAK,MOY-SUPER,1636.5
2373,ES,non,99.0,M,6,149.0,BREAK,MOY-SUPER,1539.5
2374,GO,non,66.0,M,6,119.0,MINISPACE,INFERIEURE,1395.5
2375,GO,non,57.0,M,6,114.0,MINISPACE,INFERIEURE,1395.5
2376,GO,non,85.0,M,6,125.0,MINISPACE,INFERIEURE,1405.5
2377,GO,non,85.0,M,6,117.0,MINISPACE,INFERIEURE,1405.5
2378,ES,non,66.2,M,5,140.0,MINISPACE,INFERIEURE,1298.0
2379,ES,non,91.5,A,4,154.0,MINISPACE,INFERIEURE,1319.5
2380,GO,non,135.0,A,6,187.0,TS TERRAINS/CHEMINS,MOY-SUPER,1731.5
